evaluation_set,model_family,outcome,mae,rmse,r2,mae_ci95_low,mae_ci95_high
cv,acoustic_only,alpha_asymmetry,0.5208333333334354,0.5220742710776655,-0.1875,0.01,1.0250000000002042
cv,legacy_v1,alpha_asymmetry,0.031167268351383885,0.032408206095613935,-0.1875,0.01,0.0456678700361011
cv,modulation_only,alpha_asymmetry,0.03186719955125508,0.03310813729548513,-0.1875,0.01,0.0470677324358435
cv,acoustic_only,alpha_peak_frequency_hz,7.679166666668144,7.694787565554708,-0.08333333333333393,0.22499999999999964,15.125000000002956
cv,legacy_v1,alpha_peak_frequency_hz,0.3341756919374242,0.3497965908239872,-0.08333333333333393,0.22499999999999964,0.4350180505415153
cv,modulation_only,alpha_peak_frequency_hz,0.3446746599354927,0.36029555882205566,-0.08333333333333393,0.22499999999999964,0.4560159865376523
cv,acoustic_only,aperiodic_exponent,1.268750000000313,1.2746538003178896,-1.9288990825688077,0.08250000000000007,2.440833333333959
cv,legacy_v1,aperiodic_exponent,0.052719614921781156,0.05862341523935777,-1.9288990825688077,0.008772563176895565,0.1080000000000001
cv,modulation_only,aperiodic_exponent,0.05799642406394626,0.06390022438152287,-1.9288990825688077,0.019326181461225778,0.1080000000000001
cv,acoustic_only,aperiodic_offset,0.25375000000010994,0.2562280549676185,-1.2307692307692306,0.0225,0.4808333333335532
cv,legacy_v1,aperiodic_offset,0.017051744885679926,0.01952979985318849,-1.2307692307692306,0.00743682310469318,0.030000000000000006
cv,modulation_only,aperiodic_offset,0.020928691628102652,0.023406746595611216,-1.2307692307692306,0.01173023886317954,0.03103814331790773
cv,acoustic_only,assr_plv,0.253750000000351,0.2638166134188474,-0.6785714285714286,0.052500000000000005,0.44416666666736865
cv,legacy_v1,assr_plv,0.04959085439229846,0.05965746781079484,-0.6785714285714286,0.025282791817087865,0.07516967509025271
cv,modulation_only,assr_plv,0.06757572570466974,0.07764233912316612,-0.6785714285714286,0.03727270602533538,0.08236362361520123
cv,acoustic_only,comfort_rating,18.529166666666885,18.555100971927175,-3.5743243243243272,0.6000000000000005,36.291666666667105
cv,legacy_v1,comfort_rating,0.943441636582431,0.9693759418427201,-3.5743243243243272,0.6000000000000005,1.1202166064981949
cv,modulation_only,comfort_rating,0.7739552657411306,0.7998895710014198,-3.5743243243243272,0.6000000000000005,0.9937479549385317
cv,acoustic_only,envelope_plv,0.5075000000003407,0.5148289471789095,-1.3629032258064515,0.07500000000000001,0.9283333333340146
cv,legacy_v1,envelope_plv,0.050373044524669106,0.05770199170323798,-1.3629032258064515,0.014079422382671541,0.096
cv,modulation_only,envelope_plv,0.06518090029448885,0.07250984747305772,-1.3629032258064515,0.04123171130743702,0.0967390267844622
cv,acoustic_only,irritation_rating,18.195833333333862,18.238974287802527,-1.1418918918918923,0.25,35.958333333334394
cv,legacy_v1,irritation_rating,0.6507821901323702,0.693923144601035,-1.1418918918918923,0.25,0.868231046931407
cv,modulation_only,irritation_rating,0.4989307250035059,0.5420716794721707,-1.1418918918918923,0.25,0.7215093722245594
cv,acoustic_only,masking_effectiveness_rating,7.612500000001558,7.630830013268596,-5.3333333333333295,0.7250000000000003,14.425000000003115
cv,legacy_v1,masking_effectiveness_rating,0.5324909747292421,0.55082098799628,-5.3333333333333295,0.26498194945848397,0.8600000000000005
cv,modulation_only,masking_effectiveness_rating,0.5219920067311741,0.5403220199982119,-5.3333333333333295,0.24398401346234788,0.8600000000000005
cv,acoustic_only,reaction_time_ms,431.37500000007395,432.873958292714,-1.856038291605302,19.75,839.0833333334813
cv,legacy_v1,reaction_time_ms,13.531889290012051,15.0308475826521,-1.856038291605302,3.397111913357435,26.8
cv,modulation_only,reaction_time_ms,13.421434581405142,14.920392874045191,-1.856038291605302,3.176202496143617,26.8
cv,acoustic_only,reaction_time_variability_ms,203.0000000000285,203.55450724424705,-2.2857142857142856,9.0,395.3333333333903
cv,legacy_v1,reaction_time_variability_ms,5.506618531889292,6.061125776107857,-2.2857142857142856,0.3465703971119183,12.0
cv,modulation_only,reaction_time_variability_ms,5.585471883326318,6.1399791275448825,-2.2857142857142856,0.5042770999859698,12.0
cv,acoustic_only,vigilance_accuracy,0.7612500000001193,0.76341176423475,-2.578947368421052,0.040000000000000036,1.475833333333572
cv,legacy_v1,vigilance_accuracy,0.023983152827918224,0.026144917062548817,-2.578947368421052,0.001299638989169738,0.052000000000000046
cv,modulation_only,vigilance_accuracy,0.024696746599354984,0.026858510833985577,-2.578947368421052,0.0027268265320432583,0.052000000000000046
